"name","folder","styleUrl","geometryType","coordinates"
"VILLA EL SALVADOR","Capa sin tÃ­tulo","#poly-0F9D58-3401-128","Polygon","-76.9105556,-12.2295491,0 -76.9114783,-12.229177,0 -76.9126713,-12.2287181,0 -76.9145507,-12.2280444,0 -76.9197006,-12.2252552,0 -76.9213599,-12.2193992,0 -76.922599,-12.2149584,0 -76.9241813,-12.2127825,0 -76.9421709,-12.1825234,0 -76.9460579,-12.184972,0 -76.9479652,-12.1861806,0 -76.9480713,-12.1862815,0 -76.9479527,-12.1865023,0 -76.9478948,-12.1865838,0 -76.9478209,-12.1867124,0 -76.9476721,-12.1869439,0 -76.9480616,-12.1871294,0 -76.9491445,-12.1880185,0 -76.9492472,-12.1880811,0 -76.9490602,-12.1883325,0 -76.9498021,-12.1887357,0 -76.9502345,-12.1888446,0 -76.950741,-12.189049,0 -76.9515963,-12.1895458,0 -76.9523309,-12.1899796,0 -76.9528141,-12.1891531,0 -76.9538877,-12.1897961,0 -76.9540711,-12.1896201,0 -76.9542652,-12.1897168,0 -76.9545522,-12.1900392,0 -76.9558719,-12.1876901,0 -76.9548365,-12.1869193,0 -76.9549898,-12.1867856,0 -76.9577847,-12.1889161,0 -76.9566118,-12.1912199,0 -76.9592013,-12.1925293,0 -76.9661406,-12.193361,0 -76.9691387,-12.1929568,0 -76.9720939,-12.1924268,0 -76.9725647,-12.1961875,0 -76.9765306,-12.2165257,0 -76.9766682,-12.2175365,0 -76.9755997,-12.218734,0 -76.975795,-12.220612,0 -76.9726429,-12.2250066,0 -76.9755505,-12.2302493,0 -76.9701807,-12.2329336,0 -76.9678579,-12.2298299,0 -76.9611646,-12.2330139,0 -76.9616581,-12.2266179,0 -76.9595982,-12.2238077,0 -76.9521524,-12.2225704,0 -76.9431831,-12.2372079,0 -76.9461443,-12.2408986,0 -76.9300172,-12.2499521,0 -76.9171533,-12.2425394,0 -76.9127223,-12.2398867,0 -76.9125077,-12.2379575,0 -76.9120786,-12.2361959,0 -76.9099328,-12.2297265,0 -76.910008,-12.2295274,0 -76.9105556,-12.2295491,0"
"ZONA DE PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#poly-E65100-1200-140","Polygon","-76.9678364,-12.2298509,0 -76.9703255,-12.2332062,0 -76.9358322,-12.2508957,0 -76.9327423,-12.2525732,0 -76.9317981,-12.2516506,0 -76.9303389,-12.2500988,0 -76.9323131,-12.2491343,0 -76.9348617,-12.2474977,0 -76.9453594,-12.2420885,0 -76.9548865,-12.2370138,0 -76.9678364,-12.2298509,0"
"PUNTOS DE ENCUENTROS","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.9494529,-12.2396131,0"
"PUNTOS DE ENCUENTROS","Capa sin tÃ­tulo","#icon-1899-3949AB-nodesc","Point","-76.9188113,-12.2568918,0"
"PUNTOS DE ENCUENTROS","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.9348617,-12.2474977,0"
"JirÃ³n Gral Varela 137","Capa sin tÃ­tulo","#icon-1603-A52714-nodesc","Point","-77.0457985,-12.0510142,0"
"Jr. Antonio Bazo 1220","Capa sin tÃ­tulo","#icon-1603-A52714-nodesc","Point","-77.0137093,-12.0708787,0"
"NO LLEGAMOS COORDINAR PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#poly-000000-1200-125-nodesc","Polygon","-76.8699659,-12.2454223,0 -76.8698696,-12.2464062,0 -76.8700516,-12.2511731,0 -76.8683349,-12.2563734,0 -76.8691074,-12.2603993,0 -76.8655025,-12.2617413,0 -76.8649558,-12.2590504,0 -76.8633193,-12.2591098,0 -76.8576705,-12.2602263,0 -76.8538082,-12.261107,0 -76.8517697,-12.2613586,0 -76.8498814,-12.2616731,0 -76.8486368,-12.2618828,0 -76.8471134,-12.2620715,0 -76.8456113,-12.2623651,0 -76.8440448,-12.2625014,0 -76.8418347,-12.263099,0 -76.8376623,-12.2637478,0 -76.827191,-12.2577298,0 -76.8262136,-12.2562843,0 -76.825999,-12.25511,0 -76.8323505,-12.2388797,0 -76.8443668,-12.2276396,0 -76.8530571,-12.2276186,0 -76.8541356,-12.2275456,0 -76.8553762,-12.2295143,0 -76.8561018,-12.2306232,0 -76.8561086,-12.2316901,0 -76.8577462,-12.2341202,0 -76.8625855,-12.2287734,0 -76.868121,-12.241823,0 -76.8699659,-12.2454223,0"
"LURIN","Capa sin tÃ­tulo","#poly-0F9D58-2801-112","Polygon","-76.8682135,-12.2417946,0 -76.8702573,-12.2409487,0 -76.8683741,-12.236496,0 -76.8697849,-12.2356815,0 -76.8701684,-12.2350331,0 -76.8713243,-12.2344266,0 -76.8688781,-12.2306729,0 -76.8780303,-12.2254285,0 -76.8786042,-12.2250767,0 -76.8792342,-12.2247335,0 -76.8797799,-12.224415,0 -76.8800904,-12.2242608,0 -76.8804817,-12.2240108,0 -76.8809159,-12.2238027,0 -76.8815268,-12.223551,0 -76.8819653,-12.2233726,0 -76.8824345,-12.2231726,0 -76.8829548,-12.2229722,0 -76.8836414,-12.222676,0 -76.8839687,-12.2224896,0 -76.8844784,-12.2221251,0 -76.8846074,-12.2220041,0 -76.8847272,-12.2222097,0 -76.8853717,-12.2223548,0 -76.886619,-12.2222223,0 -76.8899631,-12.2228834,0 -76.8916797,-12.2237378,0 -76.8934823,-12.2240888,0 -76.8973876,-12.222568,0 -76.9015073,-12.2179326,0 -76.9020409,-12.2157163,0 -76.902859,-12.2163807,0 -76.907121,-12.2179498,0 -76.9093816,-12.2279498,0 -76.9126001,-12.2379973,0 -76.9128148,-12.2398583,0 -76.9301097,-12.2499237,0 -76.9328347,-12.2525448,0 -76.921482,-12.2586446,0 -76.9162051,-12.2632021,0 -76.9113127,-12.2665569,0 -76.9064202,-12.2702891,0 -76.9034145,-12.2730285,0 -76.8898535,-12.2838474,0 -76.8542336,-12.30062,0 -76.8272828,-12.2779767,0 -76.8185715,-12.2697577,0 -76.8235927,-12.2622131,0 -76.8207174,-12.2604557,0 -76.8201167,-12.2579474,0 -76.8258242,-12.2550696,0 -76.8272835,-12.2577014,0 -76.8377549,-12.2637194,0 -76.8650482,-12.259022,0 -76.865595,-12.2617129,0 -76.8692,-12.2603709,0 -76.8684274,-12.256345,0 -76.8701442,-12.2511447,0 -76.8700266,-12.2452664,0 -76.8682135,-12.2417946,0"
"NO LLEGAMOS COORDINAR PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#poly-000000-1200-115-nodesc","Polygon","-76.8105114,-12.3280376,0 -76.801585,-12.327283,0 -76.7834747,-12.3086672,0 -76.760043,-12.2969269,0 -76.7550648,-12.2884567,0 -76.7743767,-12.2887922,0 -76.7866505,-12.2988557,0 -76.8040741,-12.3020424,0 -76.8266476,-12.2775541,0 -76.8387497,-12.2879535,0 -76.8417538,-12.2914758,0 -76.8360031,-12.294998,0 -76.8252743,-12.3054806,0 -76.8199528,-12.3111829,0 -76.8188156,-12.3152914,0 -76.8263257,-12.3211613,0 -76.816305,-12.325564,0 -76.8105114,-12.3280376,0"
"PUNTA HERMOSA","Capa sin tÃ­tulo","#poly-0F9D58-2901-110","Polygon","-76.8425263,-12.2910351,0 -76.8541197,-12.3006012,0 -76.8426979,-12.3115808,0 -76.8361748,-12.3156059,0 -76.8357456,-12.3194632,0 -76.8388355,-12.3239913,0 -76.835574,-12.3258361,0 -76.8344582,-12.3302802,0 -76.8312824,-12.3316218,0 -76.8287933,-12.3390006,0 -76.823386,-12.3397552,0 -76.8160046,-12.3355628,0 -76.8105114,-12.3280376,0 -76.8263257,-12.3211613,0 -76.8188156,-12.3152914,0 -76.8199528,-12.3111829,0 -76.8314541,-12.2999245,0 -76.8360031,-12.294998,0 -76.8425263,-12.2910351,0"
"PUNTO DE ENCUENTRO EN PLAZA DE ARMAS","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.8594735,-12.2298994,0"
"PUNTO DE ENCUENTRO EN LA AVENIDA","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.8683248,-12.2419698,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.792677,-11.9710868,0"
"NO LLEGAMOS COORDINAR PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#poly-000000-1200-125","Polygon","-76.7915397,-11.9706355,0 -76.7840724,-11.9610844,0 -76.7805319,-11.9491608,0 -76.7768841,-11.9396929,0 -76.7815834,-11.93604,0 -76.7880207,-11.9383703,0 -76.7915183,-11.9434507,0 -76.7894583,-11.945466,0 -76.7897587,-11.9515119,0 -76.7953806,-11.9520997,0 -76.800788,-11.9526665,0 -76.7973333,-11.9598459,0 -76.8055302,-11.9636454,0 -76.8124825,-11.9624069,0 -76.8169457,-11.964674,0 -76.8181902,-11.9791368,0 -76.7915397,-11.9706355,0"
"NO LLEGAMOS COORDINAR PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#poly-000000-1200-107","Polygon","-76.8243427,-11.9807255,0 -76.8350715,-11.9621694,0 -76.8481178,-11.9625053,0 -76.8518943,-11.9742604,0 -76.8492336,-11.9849235,0 -76.8426246,-11.9901289,0 -76.8416805,-11.9891214,0 -76.8243427,-11.9807255,0"
"NO LLEGAMOS","Capa sin tÃ­tulo","#poly-000000-1200-130","Polygon","-76.8594626,-11.9970544,0 -76.8575743,-11.9826136,0 -76.8542269,-11.9663248,0 -76.8609217,-11.9615387,0 -76.868904,-11.9779118,0 -76.8743113,-11.9872314,0 -76.8750838,-11.9969705,0 -76.8627847,-12.0010181,0 -76.8594626,-11.9970544,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.8653304,-12.0001633,0"
"PUNTO DE ENCUENTROÂ ","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.9688763,-12.1336899,0"
"JICAMARCA","Capa sin tÃ­tulo","#poly-7CB342-1200-133","Polygon","-76.9527267,-11.9291391,0 -76.9562244,-11.9265674,0 -76.9607519,-11.9238696,0 -76.9670819,-11.9202165,0 -76.9697427,-11.9187467,0 -76.9741414,-11.9270817,0 -76.9733141,-11.9287183,0 -76.9724122,-11.9293776,0 -76.9713403,-11.9301312,0 -76.9691635,-11.9317089,0 -76.9678341,-11.9324908,0 -76.9643795,-11.9348947,0 -76.9634247,-11.9338554,0 -76.9570195,-11.9376867,0 -76.9548731,-11.9337068,0 -76.9527267,-11.9291391,0"
"SANTA CLARA- ATE","Capa sin tÃ­tulo","#poly-0F9D58-2701-133","Polygon","-76.8747516,-12.0178199,0 -76.8750661,-12.0162426,0 -76.8741521,-12.0160032,0 -76.8740857,-12.0158976,0 -76.8734722,-12.0156556,0 -76.8737431,-12.0143412,0 -76.8739845,-12.0133495,0 -76.8744244,-12.0111983,0 -76.8786587,-12.0126299,0 -76.886684,-12.0152221,0 -76.8933574,-12.0174889,0 -76.8980638,-12.0189084,0 -76.8995373,-12.0193872,0 -76.901261,-12.0199206,0 -76.9040148,-12.0208316,0 -76.9049656,-12.0210635,0 -76.901204,-12.028702,0 -76.8935902,-12.0271041,0 -76.8920148,-12.0333146,0 -76.8936732,-12.0371754,0 -76.8947309,-12.041204,0 -76.8824927,-12.0313462,0 -76.8811729,-12.0273693,0 -76.8808211,-12.0265917,0 -76.8808449,-12.0253209,0 -76.8813001,-12.024815,0 -76.8818886,-12.0248526,0 -76.882025,-12.0244031,0 -76.8829951,-12.0243646,0 -76.8834333,-12.0227135,0 -76.882636,-12.0224964,0 -76.8795642,-12.0237221,0 -76.87896,-12.0242868,0 -76.8751057,-12.0242789,0 -76.8743922,-12.0237384,0 -76.8703582,-12.0235888,0 -76.8693416,-12.0218607,0 -76.8700417,-12.0206152,0 -76.8713667,-12.020105,0 -76.8735446,-12.0193153,0 -76.8746228,-12.0194832,0 -76.8746282,-12.0184968,0 -76.8747516,-12.0178199,0"
"MARQUEZ CON PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#poly-000000-1200-77","Polygon","-77.131112,-11.93754,0 -77.1316559,-11.9381342,0 -77.1314628,-11.9381972,0 -77.1316377,-11.9423264,0 -77.1312514,-11.9423474,0 -77.1308867,-11.9381697,0 -77.1306421,-11.9373672,0 -77.131112,-11.93754,0"
"NO LLEGAMOS COORDINAR PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#poly-000000-1200-143","Polygon","-76.9016537,-12.0325801,0 -76.9037348,-12.0390343,0 -76.9138843,-12.0454886,0 -76.9334976,-12.0497502,0 -76.9265164,-12.07134,0 -76.9089493,-12.0601126,0 -76.8952164,-12.0482773,0 -76.8925557,-12.0554961,0 -76.8815693,-12.0560836,0 -76.8759045,-12.0470182,0 -76.8624291,-12.0452555,0 -76.8529877,-12.0303975,0 -76.8607125,-12.0187288,0 -76.8703582,-12.0235888,0 -76.8727024,-12.0235954,0 -76.8743922,-12.0237384,0 -76.8751057,-12.0242789,0 -76.87896,-12.0242868,0 -76.8795642,-12.0237221,0 -76.882636,-12.0224964,0 -76.8834333,-12.0227135,0 -76.8829951,-12.0243646,0 -76.882025,-12.0244031,0 -76.8818886,-12.0248526,0 -76.8813001,-12.024815,0 -76.8808449,-12.0253209,0 -76.8808104,-12.0264238,0 -76.8815913,-12.0287858,0 -76.8824927,-12.0313462,0 -76.8947309,-12.0414558,0 -76.8920148,-12.0333146,0 -76.8935902,-12.0271041,0 -76.8973,-12.0279113,0 -76.8993052,-12.028294,0 -76.901204,-12.028702,0 -76.9006237,-12.0298938,0 -76.9016537,-12.0325801,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.8838561,-12.0324679,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.9149313,-12.0440973,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.9320921,-12.0409757,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.8347899,-11.9862484,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.8312263,-12.2782093,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.8300154,-12.3011336,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.8176718,-12.3364375,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.8700561,-12.2576968,0"
"NO LLEGAMOS COORDINAR PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#poly-000000-1200-120","Polygon","-76.9019484,-12.2157447,0 -76.9014147,-12.217961,0 -76.8972951,-12.2225964,0 -76.8933898,-12.2241172,0 -76.8915872,-12.2237662,0 -76.8898705,-12.2229118,0 -76.8890325,-12.2227557,0 -76.8878625,-12.222489,0 -76.8865265,-12.2222507,0 -76.8852791,-12.2223832,0 -76.8846347,-12.2222381,0 -76.8839902,-12.2211283,0 -76.8834316,-12.2202701,0 -76.8822082,-12.219799,0 -76.879794,-12.2171728,0 -76.8782865,-12.2176212,0 -76.8775515,-12.2176083,0 -76.8771332,-12.2171076,0 -76.8778253,-12.2152633,0 -76.8772702,-12.2135443,0 -76.8728298,-12.2099163,0 -76.8704379,-12.2112481,0 -76.8703041,-12.2066745,0 -76.8695291,-12.2044925,0 -76.8684108,-12.2028139,0 -76.8650104,-12.2004618,0 -76.8553773,-12.2056565,0 -76.8496725,-12.205056,0 -76.8476609,-12.2108606,0 -76.8496185,-12.21493,0 -76.851834,-12.2195866,0 -76.8443668,-12.2276396,0 -76.8115575,-12.2123546,0 -76.8185956,-12.1740987,0 -76.8572194,-12.1690647,0 -76.8857152,-12.1819853,0 -76.9019484,-12.2157447,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.8974655,-12.2229175,0"
"NO LLEGAMOS COORDINAR PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#poly-000000-1200-110","Polygon","-77.1771073,-11.7741791,0 -77.1788598,-11.7739892,0 -77.1860696,-11.7718886,0 -77.1886445,-11.7655026,0 -77.1980001,-11.7650824,0 -77.20006,-11.7707122,0 -77.1984292,-11.7745774,0 -77.1981717,-11.7834839,0 -77.1926786,-11.7851643,0 -77.1842672,-11.7932302,0 -77.1800615,-11.8076811,0 -77.1775724,-11.8122178,0 -77.1792032,-11.8164185,0 -77.1840097,-11.8181827,0 -77.1824647,-11.8216272,0 -77.1823789,-11.8226353,0 -77.1883012,-11.8247355,0 -77.1878721,-11.8279278,0 -77.1864919,-11.8271199,0 -77.1808271,-11.827792,0 -77.1745106,-11.8255494,0 -77.1741673,-11.8259747,0 -77.1715495,-11.8251398,0 -77.1707341,-11.8267675,0 -77.1673867,-11.8273976,0 -77.1637711,-11.8274501,0 -77.1615931,-11.8252134,0 -77.1605312,-11.8247784,0 -77.155145,-11.826127,0 -77.1547642,-11.8248091,0 -77.1536967,-11.8244363,0 -77.1530208,-11.8237537,0 -77.1531603,-11.8215169,0 -77.1525273,-11.8215274,0 -77.1521893,-11.8244153,0 -77.1511305,-11.8258329,0 -77.150466,-11.8259274,0 -77.1498306,-11.8257069,0 -77.1489551,-11.8248931,0 -77.1484013,-11.8250243,0 -77.1480128,-11.8250138,0 -77.1491906,-11.8213489,0 -77.1475598,-11.8202148,0 -77.1470448,-11.8187499,0 -77.149947,-11.815299,0 -77.1537504,-11.8116801,0 -77.1554028,-11.8117304,0 -77.1562826,-11.8120875,0 -77.157562,-11.812242,0 -77.1613452,-11.813716,0 -77.159528,-11.8179413,0 -77.1608932,-11.8182534,0 -77.1625803,-11.8186284,0 -77.1635136,-11.8153999,0 -77.1623551,-11.8150751,0 -77.165048,-11.8119457,0 -77.1655845,-11.8096143,0 -77.1685564,-11.8091207,0 -77.1696186,-11.8121767,0 -77.17067,-11.8135839,0 -77.1726441,-11.8128278,0 -77.1745323,-11.8048465,0 -77.1780514,-11.8050985,0 -77.1794247,-11.7955206,0 -77.1716141,-11.7924959,0 -77.1726441,-11.7867826,0 -77.1709275,-11.7819093,0 -77.175734,-11.7782963,0 -77.1771073,-11.7741791,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.1746541,-11.7786946,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.1738817,-11.7939024,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.174925,-11.8041131,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.1701185,-11.8135227,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.1690654,-11.8370752,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.1555042,-11.855951,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.1434153,-11.881362,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.1109276,-11.8924475,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0839768,-11.8744734,0"
"EL AGUSTINO","Capa sin tÃ­tulo","#poly-0F9D58-1200-77","Polygon","-77.009435,-12.0396415,0 -77.005637,-12.0380833,0 -77.0046472,-12.0417584,0 -77.0008465,-12.0410265,0 -76.9979872,-12.0404756,0 -76.997053,-12.0399888,0 -76.9955036,-12.0403918,0 -76.9930947,-12.0399718,0 -76.9915432,-12.0397744,0 -76.9900632,-12.0397159,0 -76.9896157,-12.0397915,0 -76.9892194,-12.0397107,0 -76.9885642,-12.0397916,0 -76.988044,-12.0396603,0 -76.9872651,-12.0395093,0 -76.9851932,-12.0398565,0 -76.9846513,-12.0393424,0 -76.9831091,-12.03977,0 -76.9754969,-12.0404573,0 -76.9634723,-12.0315043,0 -76.9609644,-12.0302897,0 -76.9599509,-12.0300386,0 -76.9602007,-12.0290968,0 -76.9609478,-12.0279143,0 -76.9611829,-12.0267445,0 -76.961407,-12.025889,0 -76.9616246,-12.0240679,0 -76.9658824,-12.0249972,0 -76.9792111,-12.0289064,0 -76.9800684,-12.0248508,0 -77.0010763,-12.027941,0 -77.0004222,-12.029539,0 -77.0063608,-12.0327304,0 -77.010819,-12.0352501,0 -77.0130713,-12.0367972,0 -77.0138011,-12.0379163,0 -77.0144277,-12.0403834,0 -77.0148268,-12.0412183,0 -77.0154405,-12.0420636,0 -77.0151079,-12.0420636,0 -77.0148612,-12.0420689,0 -77.0147003,-12.042137,0 -77.0145456,-12.0421556,0 -77.0143663,-12.0422418,0 -77.0143479,-12.0423282,0 -77.0123694,-12.0410002,0 -77.0121225,-12.0409163,0 -77.0118087,-12.0406855,0 -77.0111997,-12.040376,0 -77.009435,-12.0396415,0"
"NO LLEGAMOS COORDINAR PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#poly-424242-1200-122-nodesc","Polygon","-76.9570195,-11.9376867,0 -76.9551098,-11.9403109,0 -76.9569981,-11.9483723,0 -76.9654954,-11.9564334,0 -76.9483638,-11.9638984,0 -76.9226146,-11.9528146,0 -76.9126582,-11.9209041,0 -76.9349742,-11.878911,0 -76.9555736,-11.8705116,0 -76.9826961,-11.8906697,0 -76.9916226,-11.9037717,0 -76.9961238,-11.9122792,0 -76.9764684,-11.9098437,0 -76.975658,-11.9121701,0 -76.9747518,-11.9146307,0 -76.9794725,-11.9170662,0 -76.9741201,-11.9265988,0 -76.9697427,-11.9184108,0 -76.9632625,-11.92198,0 -76.9562244,-11.9262315,0 -76.9527267,-11.9288032,0 -76.9570195,-11.9376867,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.9611526,-11.9245153,0"
"PUNTA NEGRA","Capa sin tÃ­tulo","#poly-0F9D58-2701-99","Polygon","-76.779632,-12.3763436,0 -76.8141359,-12.3427232,0 -76.8176718,-12.3364375,0 -76.8214315,-12.3384889,0 -76.8185562,-12.3403754,0 -76.8167108,-12.3427651,0 -76.8162388,-12.3451966,0 -76.8169254,-12.3459932,0 -76.8177408,-12.3497243,0 -76.8161529,-12.3524911,0 -76.8094152,-12.3557191,0 -76.80242,-12.3597016,0 -76.7991155,-12.3623426,0 -76.7987722,-12.3644805,0 -76.797871,-12.3666603,0 -76.7949098,-12.3703492,0 -76.7910904,-12.3753375,0 -76.7932791,-12.3744573,0 -76.7903608,-12.3787329,0 -76.7885584,-12.3813318,0 -76.7890734,-12.3834695,0 -76.7888588,-12.3841821,0 -76.779632,-12.3763436,0"
"SAN BARTOLO","Capa sin tÃ­tulo","#poly-0F9D58-4301-77","Polygon","-76.7621071,-12.3929597,0 -76.779359,-12.3764026,0 -76.7888588,-12.3841821,0 -76.7890734,-12.3834695,0 -76.7897016,-12.3843669,0 -76.7893583,-12.3858759,0 -76.787985,-12.3857502,0 -76.7855388,-12.3847861,0 -76.7835218,-12.3860855,0 -76.7824918,-12.3870076,0 -76.7821485,-12.389313,0 -76.7834789,-12.3899837,0 -76.783436,-12.3914927,0 -76.7819769,-12.3911992,0 -76.7809469,-12.3914927,0 -76.7785865,-12.3917441,0 -76.777342,-12.3937142,0 -76.7779428,-12.3953069,0 -76.7786295,-12.3946363,0 -76.7803032,-12.394301,0 -76.779874,-12.3953908,0 -76.7800886,-12.3970674,0 -76.7817623,-12.3982829,0 -76.7776853,-12.4009654,0 -76.7739946,-12.3992888,0 -76.7660982,-12.396271,0 -76.7621071,-12.3929597,0"
"NO LLEGAMOS COORDINAR PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#poly-000000-1200-112-nodesc","Polygon","-76.8160046,-12.3355628,0 -76.8160346,-12.3366899,0 -76.812258,-12.3437331,0 -76.8012717,-12.3542976,0 -76.7811873,-12.3744191,0 -76.7643645,-12.3554714,0 -76.7885688,-12.3316589,0 -76.801585,-12.327283,0 -76.8105114,-12.3280376,0 -76.8160046,-12.3355628,0"
"NO LLEGAMOSÂ  COORDINAR PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#poly-000000-1200-128-nodesc","Polygon","-76.7811873,-12.3744191,0 -76.7599013,-12.3946615,0 -76.7513182,-12.3906377,0 -76.738272,-12.3716911,0 -76.7643645,-12.3554714,0 -76.7811873,-12.3744191,0"
"NO LLEGAMOS COORDINAR PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#poly-000000-1200-145-nodesc","Polygon","-76.898386,-12.1139687,0 -76.9002742,-12.1175772,0 -76.9043941,-12.1625536,0 -76.862852,-12.1732931,0 -76.8463725,-12.1692659,0 -76.8144435,-12.1263046,0 -76.7983073,-12.099786,0 -76.8487758,-12.0722575,0 -76.8910045,-12.0658786,0 -76.8756296,-12.0783064,0 -76.8773047,-12.0825794,0 -76.8482082,-12.0858998,0 -76.8479935,-12.0901092,0 -76.8482081,-12.0908567,0 -76.8528481,-12.0914097,0 -76.8618654,-12.0896127,0 -76.8644503,-12.0889558,0 -76.8716802,-12.088649,0 -76.8779002,-12.0871959,0 -76.8799547,-12.088402,0 -76.8777348,-12.098325,0 -76.8736847,-12.0987971,0 -76.8692376,-12.0998986,0 -76.8697755,-12.1027038,0 -76.8703588,-12.1036436,0 -76.8698411,-12.1048972,0 -76.8712023,-12.1059541,0 -76.8708684,-12.1082699,0 -76.8679473,-12.1089427,0 -76.8670648,-12.110203,0 -76.866826,-12.113856,0 -76.869409,-12.114593,0 -76.8691246,-12.1168221,0 -76.8747359,-12.1172102,0 -76.8750551,-12.1136646,0 -76.8780351,-12.112196,0 -76.8785018,-12.1103078,0 -76.8784589,-12.1090648,0 -76.880272,-12.1055768,0 -76.8817235,-12.1051837,0 -76.8833458,-12.0996051,0 -76.8838232,-12.0980498,0 -76.8839037,-12.0964395,0 -76.884424,-12.0959753,0 -76.884306,-12.0943361,0 -76.8834208,-12.0926865,0 -76.8836622,-12.0889282,0 -76.884542,-12.0870084,0 -76.8867414,-12.0872707,0 -76.8884366,-12.0879211,0 -76.8882512,-12.0886243,0 -76.89225,-12.0897098,0 -76.8925366,-12.0949917,0 -76.898386,-12.1139687,0"
"zona de no entregas","Capa sin tÃ­tulo","#poly-E65100-1200-77","Polygon","-77.0816713,-11.9996978,0 -77.0805233,-12.0028776,0 -77.0755398,-12.0026677,0 -77.0747191,-12.0040424,0 -77.072289,-12.0023475,0 -77.0694338,-12.0024958,0 -77.0664498,-12.000713,0 -77.0656955,-11.9982108,0 -77.0668293,-11.9969678,0 -77.0681959,-11.9954685,0 -77.0701284,-11.995418,0 -77.0726581,-11.9957438,0 -77.0734926,-11.9965629,0 -77.0734995,-11.9969619,0 -77.0745363,-11.9971721,0 -77.0758375,-11.9973405,0 -77.0762643,-11.9963086,0 -77.0769272,-11.9963891,0 -77.0770297,-11.9969699,0 -77.0776641,-11.997082,0 -77.0782488,-11.9982338,0 -77.0815908,-11.9982312,0 -77.0816713,-11.9996978,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0777542,-12.0032003,0"
