"name","folder","styleUrl","geometryType","coordinates"
"MAGDALENA","Capa sin tÃ­tulo","#poly-0F9D58-3001-120","Polygon","-77.0778443,-12.0958065,0 -77.0608188,-12.1057604,0 -77.0606529,-12.1010917,0 -77.0608623,-12.1009027,0 -77.0602638,-12.0998278,0 -77.0599539,-12.0999932,0 -77.0584423,-12.0966967,0 -77.058907,-12.0963925,0 -77.0573547,-12.0925424,0 -77.0557716,-12.093345,0 -77.0550444,-12.0919864,0 -77.0550397,-12.0918808,0 -77.0557001,-12.0913556,0 -77.0565811,-12.0908088,0 -77.0578388,-12.0899039,0 -77.0588916,-12.0892152,0 -77.0600088,-12.0884352,0 -77.0627224,-12.0862989,0 -77.0631695,-12.0866662,0 -77.0690238,-12.0845995,0 -77.0711627,-12.0839144,0 -77.0720632,-12.0835726,0 -77.0724568,-12.0844891,0 -77.0727077,-12.0844441,0 -77.0735003,-12.0857798,0 -77.0739876,-12.0856536,0 -77.0757378,-12.0890154,0 -77.0753327,-12.0892346,0 -77.0778443,-12.0958065,0"
"PUEBLO LIBRE","Capa sin tÃ­tulo","#poly-0F9D58-801-102","Polygon","-77.0811146,-12.0783173,0 -77.071398,-12.0817209,0 -77.0720632,-12.0835726,0 -77.0631695,-12.0866662,0 -77.0627224,-12.0862989,0 -77.0608416,-12.0839249,0 -77.0497191,-12.070216,0 -77.0542191,-12.0664797,0 -77.0612448,-12.0676107,0 -77.0742356,-12.0677133,0 -77.0777269,-12.0684151,0 -77.0784779,-12.0732045,0 -77.0795571,-12.0747689,0 -77.0811146,-12.0783173,0"
"JESUS MARIA","Capa sin tÃ­tulo","#poly-0F9D58-1901-110","Polygon","-77.0375311,-12.0643822,0 -77.0457139,-12.0651871,0 -77.0627224,-12.0863828,0 -77.0594908,-12.0888436,0 -77.0532336,-12.0931298,0 -77.0484423,-12.0847789,0 -77.0462619,-12.0831748,0 -77.0437258,-12.0832302,0 -77.0419622,-12.0830234,0 -77.0417654,-12.0807301,0 -77.0362865,-12.0799412,0 -77.0381962,-12.0678392,0 -77.0375311,-12.0643822,0"
"LINCE","Capa sin tÃ­tulo","#poly-0F9D58-1401-112","Polygon","-77.0484423,-12.084695,0 -77.0486364,-12.0850342,0 -77.0476564,-12.0915008,0 -77.0449327,-12.0907754,0 -77.0337736,-12.089205,0 -77.033577,-12.0905567,0 -77.0303405,-12.0912726,0 -77.0302538,-12.0917697,0 -77.0229729,-12.0908062,0 -77.0277078,-12.0786613,0 -77.0417654,-12.0806462,0 -77.0419622,-12.0829395,0 -77.0437258,-12.0831463,0 -77.0462619,-12.0830909,0 -77.0484423,-12.084695,0"
"BREÃ‘A","Capa sin tÃ­tulo","#poly-0F9D58-3901-105","Polygon","-77.0541355,-12.049022,0 -77.0556376,-12.0526314,0 -77.0577404,-12.0555692,0 -77.0615314,-12.0676021,0 -77.0545058,-12.0664711,0 -77.0500058,-12.0702074,0 -77.0460005,-12.0650946,0 -77.0418209,-12.0601576,0 -77.042618,-12.0508739,0 -77.046094,-12.0506221,0 -77.0541355,-12.049022,0"
"CERCADO DE LIMA","Capa sin tÃ­tulo","#poly-0F9D58-1901-105","Polygon","-77.0436887,-12.0392157,0 -77.0455426,-12.0393331,0 -77.0463022,-12.0391567,0 -77.0473579,-12.038838,0 -77.0491925,-12.0376628,0 -77.0499006,-12.0374845,0 -77.0499006,-12.0372536,0 -77.0494392,-12.0365086,0 -77.0492004,-12.0362568,0 -77.0536363,-12.0369676,0 -77.0658542,-12.0352585,0 -77.0726694,-12.034764,0 -77.0829046,-12.0366318,0 -77.0825468,-12.0389933,0 -77.0832335,-12.039371,0 -77.0826756,-12.0450371,0 -77.0817958,-12.0450371,0 -77.0816456,-12.0470517,0 -77.0770672,-12.0467684,0 -77.0771409,-12.0478498,0 -77.0780758,-12.0498112,0 -77.0876273,-12.0515803,0 -77.0884212,-12.0587884,0 -77.0874449,-12.0614324,0 -77.0848666,-12.061416,0 -77.0792577,-12.0602775,0 -77.0777834,-12.0684675,0 -77.0742921,-12.0677657,0 -77.0613012,-12.0676631,0 -77.0575101,-12.0556302,0 -77.0554073,-12.0526924,0 -77.0539052,-12.049083,0 -77.0458639,-12.0506831,0 -77.0423878,-12.0509349,0 -77.0415907,-12.0602186,0 -77.0457704,-12.0651556,0 -77.0375876,-12.0643507,0 -77.0382527,-12.0678077,0 -77.036343,-12.0799097,0 -77.0277642,-12.0787137,0 -77.0345614,-12.062155,0 -77.0350912,-12.0592974,0 -77.0174442,-12.0575217,0 -77.0181472,-12.0559655,0 -77.0186956,-12.0545823,0 -77.0191044,-12.0523021,0 -77.0194328,-12.0509976,0 -77.019823,-12.04781,0 -77.0181493,-12.0472854,0 -77.0164327,-12.0467188,0 -77.0134448,-12.0452446,0 -77.0120956,-12.0443081,0 -77.0108913,-12.0438491,0 -77.0113044,-12.0425637,0 -77.0123801,-12.0410527,0 -77.0142808,-12.0425276,0 -77.0137855,-12.0431044,0 -77.0136068,-12.0433035,0 -77.0144535,-12.0435329,0 -77.0152036,-12.0439196,0 -77.0157875,-12.0443694,0 -77.016015,-12.0446021,0 -77.0169549,-12.0449204,0 -77.0170896,-12.0449143,0 -77.0194344,-12.0451758,0 -77.0191627,-12.0444434,0 -77.0197976,-12.0444874,0 -77.0222354,-12.0441493,0 -77.0238385,-12.0436586,0 -77.0243663,-12.0436979,0 -77.0239747,-12.0432651,0 -77.0296192,-12.0429231,0 -77.033633,-12.0410491,0 -77.036752,-12.0455955,0 -77.0389238,-12.0487705,0 -77.0385102,-12.0521972,0 -77.0382738,-12.0541807,0 -77.0381286,-12.0559859,0 -77.0378216,-12.059765,0 -77.0380457,-12.059788,0 -77.0385687,-12.0541943,0 -77.0388785,-12.0515548,0 -77.0392097,-12.0486111,0 -77.0341189,-12.0412321,0 -77.0373872,-12.0398497,0 -77.0405697,-12.0387611,0 -77.0422847,-12.0388153,0 -77.0428839,-12.0389534,0 -77.0436887,-12.0392157,0"
"MALL AVENTURA","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.9682843,-12.0565283,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.0334965,-12.0103427,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.019771,-12.0477222,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0174753,-12.0469828,0"
"LOS OLIVOS","Capa sin tÃ­tulo","#poly-0F9D58-1-115","Polygon","-77.0825966,-12.0065931,0 -77.0826762,-12.0067358,0 -77.0800157,-12.0125705,0 -77.0704849,-12.0109218,0 -77.0612238,-12.0082228,0 -77.0650339,-11.9844819,0 -77.0659364,-11.9774967,0 -77.059814,-11.9766579,0 -77.0650661,-11.9524867,0 -77.0697828,-11.9532324,0 -77.0709143,-11.9469717,0 -77.0729311,-11.9250055,0 -77.0753129,-11.9251735,0 -77.0766648,-11.9252575,0 -77.0770295,-11.9282596,0 -77.0812147,-11.9318431,0 -77.0827587,-11.9356285,0 -77.0839818,-11.9370351,0 -77.0837709,-11.9403418,0 -77.0855985,-11.9462845,0 -77.0852192,-11.9495105,0 -77.0855434,-11.9495572,0 -77.0830848,-11.9684272,0 -77.0854206,-11.971593,0 -77.0878606,-11.9738102,0 -77.0857454,-11.9757674,0 -77.08306,-11.9767433,0 -77.0857574,-11.9825571,0 -77.078106,-11.9834379,0 -77.0845858,-11.9963465,0 -77.0825966,-12.0065931,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.9980764,-12.0330783,0"
"zona cerro","Capa sin tÃ­tulo","#poly-E65100-1200-125","Polygon","-76.9338786,-12.1785202,0 -76.9342005,-12.1787064,0 -76.9353646,-12.1801523,0 -76.9360995,-12.1813256,0 -76.9360566,-12.1825631,0 -76.9347047,-12.1825001,0 -76.9337391,-12.1851639,0 -76.9324517,-12.1857512,0 -76.9306492,-12.1827309,0 -76.9286966,-12.1807802,0 -76.9290828,-12.178515,0 -76.9319581,-12.178216,0 -76.9328701,-12.1778214,0 -76.9338357,-12.1782816,0 -76.9338786,-12.1785202,0"
"CARABAYLLO","Capa sin tÃ­tulo","#poly-0F9D58-1200-92","Unknown",""
"PUENTE PIEDRA","Capa sin tÃ­tulo","#poly-0F9D58-1601-105","Polygon","-77.128234,-11.8147963,0 -77.1253136,-11.8222311,0 -77.1193016,-11.8288127,0 -77.1135129,-11.8328867,0 -77.1159151,-11.8394947,0 -77.1132554,-11.8421273,0 -77.112483,-11.8457395,0 -77.1137693,-11.848441,0 -77.1122899,-11.8498556,0 -77.1065472,-11.8471465,0 -77.1062763,-11.8485956,0 -77.1058204,-11.8486796,0 -77.105402,-11.8492991,0 -77.10265,-11.847766,0 -77.100971,-11.8500026,0 -77.100228,-11.8495196,0 -77.0997599,-11.8493936,0 -77.098791,-11.8492151,0 -77.0979079,-11.8488581,0 -77.0971058,-11.8483252,0 -77.0963387,-11.8477397,0 -77.0934072,-11.8500802,0 -77.0954779,-11.8557607,0 -77.0960035,-11.8573158,0 -77.0956012,-11.8587012,0 -77.0942658,-11.8604264,0 -77.0943979,-11.8609731,0 -77.0945267,-11.8611411,0 -77.0948627,-11.861483,0 -77.0949736,-11.8617221,0 -77.094747,-11.861953,0 -77.0941589,-11.8620633,0 -77.0939266,-11.8623061,0 -77.0936727,-11.8624439,0 -77.0934239,-11.8627592,0 -77.0930034,-11.8631689,0 -77.0923497,-11.8635918,0 -77.0908974,-11.8631121,0 -77.090003,-11.862538,0 -77.0893704,-11.8630303,0 -77.088254,-11.8639209,0 -77.0875002,-11.8640975,0 -77.0870345,-11.8652787,0 -77.0870146,-11.8653136,0 -77.0868384,-11.8653529,0 -77.0864207,-11.8652977,0 -77.0858718,-11.8656774,0 -77.0853748,-11.8657386,0 -77.0849314,-11.8662512,0 -77.0786122,-11.8682513,0 -77.075474,-11.8725298,0 -77.074975,-11.8729235,0 -77.0810443,-11.874149,0 -77.083512,-11.8724166,0 -77.0874349,-11.8696935,0 -77.0899202,-11.8696372,0 -77.0901562,-11.8698156,0 -77.0900244,-11.8709152,0 -77.0860593,-11.8732528,0 -77.077979,-11.8810184,0 -77.0765199,-11.8872337,0 -77.0760908,-11.892693,0 -77.0711845,-11.8942678,0 -77.0754899,-11.9032753,0 -77.0803823,-11.9015116,0 -77.0824483,-11.9082743,0 -77.0826006,-11.9108913,0 -77.0795751,-11.9131378,0 -77.0849098,-11.9155789,0 -77.0898344,-11.9185287,0 -77.0898879,-11.9196436,0 -77.0869965,-11.9200782,0 -77.0844886,-11.9204131,0 -77.0847541,-11.9218964,0 -77.0856499,-11.9222177,0 -77.0858258,-11.922709,0 -77.0868492,-11.9227174,0 -77.0868576,-11.9230911,0 -77.0869172,-11.9232086,0 -77.0872297,-11.9231709,0 -77.0875542,-11.9233892,0 -77.0882891,-11.9231121,0 -77.0889649,-11.9238387,0 -77.0876339,-11.929642,0 -77.0928696,-11.9338828,0 -77.0946302,-11.9281338,0 -77.0997372,-11.930779,0 -77.0972265,-11.9375811,0 -77.0946491,-11.9382405,0 -77.0934125,-11.9408927,0 -77.0902182,-11.9435571,0 -77.0830876,-11.935768,0 -77.0814645,-11.9314324,0 -77.0775572,-11.9283094,0 -77.0770349,-11.923683,0 -77.0735587,-11.9175105,0 -77.073836,-11.9134688,0 -77.0702312,-11.9081569,0 -77.0675705,-11.9027609,0 -77.0655217,-11.9001619,0 -77.0642667,-11.8981507,0 -77.0627226,-11.8955142,0 -77.0600199,-11.890862,0 -77.0576821,-11.8870705,0 -77.0564483,-11.8851387,0 -77.0557643,-11.883829,0 -77.0551635,-11.8826688,0 -77.055142,-11.8826426,0 -77.0554937,-11.8749852,0 -77.0566063,-11.8730342,0 -77.0570569,-11.8705983,0 -77.0573144,-11.8703673,0 -77.0584946,-11.8703883,0 -77.0590954,-11.8692334,0 -77.0577012,-11.8654432,0 -77.0588379,-11.8623666,0 -77.0585979,-11.8600029,0 -77.0597647,-11.8591813,0 -77.05896,-11.8579581,0 -77.059938,-11.857315,0 -77.0623413,-11.854795,0 -77.0625987,-11.8519389,0 -77.0650665,-11.8516449,0 -77.067773,-11.8503782,0 -77.0695969,-11.8497062,0 -77.0723021,-11.8486773,0 -77.0746839,-11.8474173,0 -77.0754563,-11.8472073,0 -77.0774021,-11.8451335,0 -77.0799663,-11.8450075,0 -77.0808461,-11.845228,0 -77.0841486,-11.8436641,0 -77.0839126,-11.8431811,0 -77.0841271,-11.8430551,0 -77.0837409,-11.8419421,0 -77.0833078,-11.8419117,0 -77.0829848,-11.8405675,0 -77.0823008,-11.8382233,0 -77.0829767,-11.8367532,0 -77.0840635,-11.8349118,0 -77.0846372,-11.8335645,0 -77.0849106,-11.833076,0 -77.0855758,-11.8329811,0 -77.0862168,-11.8331008,0 -77.0864837,-11.8327326,0 -77.0868827,-11.8327822,0 -77.0870295,-11.8333464,0 -77.0874058,-11.8327914,0 -77.0883951,-11.8327733,0 -77.0900539,-11.8336738,0 -77.0913426,-11.8342833,0 -77.0982197,-11.8365829,0 -77.0943359,-11.8292428,0 -77.0932201,-11.8274997,0 -77.095795,-11.8281718,0 -77.0983699,-11.8291799,0 -77.104893,-11.8264916,0 -77.1084121,-11.8270797,0 -77.1119312,-11.8280037,0 -77.1234382,-11.8121237,0 -77.125026,-11.8135677,0 -77.126056,-11.8143344,0 -77.1264154,-11.8139405,0 -77.1269035,-11.8143501,0 -77.1272683,-11.8139405,0 -77.128234,-11.8147963,0"
"SALAMANCA ATE","Capa sin tÃ­tulo","#poly-0F9D58-1200-102","Polygon","-76.9916959,-12.0743631,0 -76.9894714,-12.0771906,0 -76.9884151,-12.0784626,0 -76.9835141,-12.0847337,0 -76.9822374,-12.0847127,0 -76.9778922,-12.0805792,0 -76.9763895,-12.0785162,0 -76.9754877,-12.0763063,0 -76.9723107,-12.0683838,0 -76.97727,-12.0700248,0 -76.9807018,-12.0714802,0 -76.9828477,-12.0719734,0 -76.9869962,-12.0718753,0 -76.9885201,-12.0724746,0 -76.9916959,-12.0743631,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0528561,-12.003835,0"
"zona de no entregas","Capa sin tÃ­tulo","#poly-E65100-1200-77","Polygon","-77.0309365,-12.0436744,0 -77.0343054,-12.0481862,0 -77.0314515,-12.0501168,0 -77.0307649,-12.0492144,0 -77.0283616,-12.0505575,0 -77.0278681,-12.0496971,0 -77.0290697,-12.0491305,0 -77.0269883,-12.0461296,0 -77.0280543,-12.0454561,0 -77.0289785,-12.0446633,0 -77.0297456,-12.0457834,0 -77.0307326,-12.0452431,0 -77.0300138,-12.0441387,0 -77.0309365,-12.0436744,0"
"zona roja de no entregas","Capa sin tÃ­tulo","#poly-E65100-1200-77","Polygon","-77.0258832,-12.0467382,0 -77.0299387,-12.0544187,0 -77.0306039,-12.0542298,0 -77.0257545,-12.0574194,0 -77.0251107,-12.0524671,0 -77.0265055,-12.0523412,0 -77.0238233,-12.0473048,0 -77.0258832,-12.0467382,0"
"MANCHAY","Capa sin tÃ­tulo","#poly-0F9D58-1200-77","Polygon","-76.8894528,-12.0850783,0 -76.8884688,-12.0879211,0 -76.8867736,-12.0872707,0 -76.8845742,-12.0870084,0 -76.8836944,-12.0889282,0 -76.8834208,-12.0926865,0 -76.884306,-12.0943361,0 -76.884424,-12.0959753,0 -76.8839037,-12.0964395,0 -76.8838232,-12.0980498,0 -76.883378,-12.0996051,0 -76.8817664,-12.1051837,0 -76.880272,-12.1055768,0 -76.8784589,-12.1090648,0 -76.878534,-12.1103078,0 -76.8780673,-12.112196,0 -76.8750873,-12.1136646,0 -76.8747681,-12.1172102,0 -76.8700795,-12.1168536,0 -76.8691568,-12.1168221,0 -76.8694412,-12.114593,0 -76.866826,-12.113856,0 -76.8671399,-12.1102135,0 -76.8679795,-12.1089427,0 -76.8697941,-12.1084699,0 -76.8709006,-12.1082699,0 -76.8712345,-12.1059541,0 -76.8698733,-12.1048972,0 -76.870391,-12.1036436,0 -76.8699444,-12.1027913,0 -76.8696909,-12.1017921,0 -76.8692698,-12.0998986,0 -76.8737169,-12.0987971,0 -76.877767,-12.098325,0 -76.8799869,-12.088402,0 -76.8769936,-12.0867443,0 -76.8773369,-12.0825794,0 -76.8784507,-12.0829419,0 -76.8833412,-12.0841646,0 -76.8894528,-12.0850783,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.8775383,-12.0842473,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.871135,-12.1150363,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.8815674,-12.0900722,0"
"zona roja","Capa sin tÃ­tulo","#poly-F57C00-1200-77","Polygon","-77.0208398,-11.8469205,0 -77.0266361,-11.8537405,0 -77.0252307,-11.8561765,0 -77.0287283,-11.8604815,0 -77.0305308,-11.8636314,0 -77.0242692,-11.8666409,0 -77.0087538,-11.8454783,0 -77.0015441,-11.8476782,0 -76.985365,-11.8516524,0 -76.9837304,-11.8468595,0 -77.0341785,-11.8187311,0 -77.0309599,-11.8233097,0 -77.0314132,-11.8250555,0 -77.0328535,-11.8262553,0 -77.0342778,-11.825192,0 -77.0378009,-11.8283778,0 -77.0399078,-11.8282872,0 -77.0364264,-11.8338054,0 -77.0288678,-11.8424738,0 -77.0261802,-11.8396754,0 -77.026317,-11.8368901,0 -77.0232741,-11.8348254,0 -77.021817,-11.8358196,0 -77.0215211,-11.8383417,0 -77.020923,-11.8396385,0 -77.0233061,-11.8437835,0 -77.0208713,-11.8464126,0 -77.0208398,-11.8469205,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.1151301,-11.9806398,0"
"Punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.0723781,-11.9947775,0"
"zona de no entrega","Capa sin tÃ­tulo","#poly-FF5252-1200-77","Polygon","-77.1232245,-11.9927604,0 -77.1184609,-11.9947754,0 -77.1180318,-11.9944395,0 -77.1181943,-11.9938774,0 -77.1184319,-11.9935671,0 -77.1185215,-11.99266,0 -77.1185306,-11.9917581,0 -77.1183223,-11.9914286,0 -77.1178318,-11.9909805,0 -77.1176617,-11.9907879,0 -77.1173682,-11.9906583,0 -77.1172112,-11.9903945,0 -77.117122,-11.9899845,0 -77.1166895,-11.9894695,0 -77.1173278,-11.9891075,0 -77.1175424,-11.9892439,0 -77.1177409,-11.9895115,0 -77.1178857,-11.9896585,0 -77.1180359,-11.9896847,0 -77.1183685,-11.9894223,0 -77.118567,-11.9891809,0 -77.1188942,-11.9891127,0 -77.1192214,-11.9891127,0 -77.1195862,-11.9895325,0 -77.12001,-11.989585,0 -77.1206484,-11.9893961,0 -77.1209166,-11.9893646,0 -77.1211204,-11.9893226,0 -77.1214048,-11.9892492,0 -77.1231137,-11.9913734,0 -77.1232157,-11.9914678,0 -77.1233122,-11.9914888,0 -77.1235635,-11.9926413,0 -77.1232245,-11.9927604,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.0137093,-12.0708787,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.0113412,-12.0716994,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.0149875,-12.0647158,0"
"CIENEGUILLA Hasta los toros del escultor","Capa sin tÃ­tulo","#poly-0F9D58-1200-77","Polygon","-76.8773101,-12.0825899,0 -76.876999,-12.0867548,0 -76.8776199,-12.0871386,0 -76.8716856,-12.0886595,0 -76.8644557,-12.0889663,0 -76.8528535,-12.0914202,0 -76.8482135,-12.0908672,0 -76.8479989,-12.0901197,0 -76.8482136,-12.0859103,0 -76.8773101,-12.0825899,0"
"Punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.9011407,-12.0897498,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.8559689,-12.0889879,0"
"zona de no entregas en la victoria","Capa sin tÃ­tulo","#poly-E65100-1200-122","Polygon","-77.0284601,-12.0766482,0 -77.0269647,-12.0805383,0 -77.0262417,-12.0822252,0 -77.0209177,-12.08114,0 -77.0193623,-12.0810469,0 -77.0191698,-12.0802416,0 -77.0162959,-12.0747703,0 -77.0164275,-12.0736058,0 -77.0213683,-12.0744661,0 -77.0284601,-12.0766482,0"
"Punto 232","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.0191231,-12.0810456,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.022917,-12.0815232,0"
"zona roja","Capa sin tÃ­tulo","#poly-E65100-1200-77","Polygon","-77.0244261,-12.0347916,0 -77.024233,-12.0354107,0 -77.0232567,-12.0359039,0 -77.0231655,-12.0363708,0 -77.0228396,-12.0364429,0 -77.0228832,-12.036542,0 -77.0222133,-12.0365676,0 -77.021878,-12.0369007,0 -77.0214999,-12.0368876,0 -77.0208775,-12.0356756,0 -77.0207917,-12.0355891,0 -77.0206362,-12.0352481,0 -77.0205637,-12.0349517,0 -77.0206389,-12.0346841,0 -77.0208185,-12.0345818,0 -77.0209607,-12.034427,0 -77.0211109,-12.0343955,0 -77.0211967,-12.0343666,0 -77.0212611,-12.0342748,0 -77.0212853,-12.0341948,0 -77.0215213,-12.0342066,0 -77.0218431,-12.0341961,0 -77.0220953,-12.0341962,0 -77.0223179,-12.0342223,0 -77.0225324,-12.0342434,0 -77.022672,-12.0342565,0 -77.0230072,-12.0343273,0 -77.0233291,-12.0343797,0 -77.0236107,-12.0344584,0 -77.0240425,-12.0344585,0 -77.0241391,-12.0345712,0 -77.0243537,-12.0347863,0 -77.0244261,-12.0347916,0"
"Punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0225211,-12.0369902,0"
"PUNTO DE ENCUENTRO","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.0491618,-12.0137759,0"
"ZONA DE NO ENTREGAS","Capa sin tÃ­tulo","#poly-E65100-1200-77","Polygon","-77.0338853,-12.0408859,0 -77.0391478,-12.0485587,0 -77.0385095,-12.0541419,0 -77.0379838,-12.0597356,0 -77.0377597,-12.0597126,0 -77.038225,-12.0542049,0 -77.0388619,-12.0487181,0 -77.0335711,-12.0409967,0 -77.0338853,-12.0408859,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.9437026,-12.1627291,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.6964321,-11.9358653,0"
"punto de encuentroÂ ","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.713235,-11.9384398,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.7314173,-11.9542932,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.7677577,-11.9739079,0"
"zona de no entregas","Capa sin tÃ­tulo","#poly-E65100-1200-77","Polygon","-77.0524296,-11.8722402,0 -77.0554337,-11.8764609,0 -77.0554015,-11.8769019,0 -77.0540282,-11.8779938,0 -77.052612,-11.8766289,0 -77.0546827,-11.8759359,0 -77.05214,-11.8723767,0 -77.0524296,-11.8722402,0"
"zona de no entregas","Capa sin tÃ­tulo","#poly-E65100-1200-163","Polygon","-76.913318,-12.2192298,0 -76.9150775,-12.2208131,0 -76.9137096,-12.222171,0 -76.9118856,-12.220973,0 -76.9116416,-12.2209101,0 -76.911478,-12.2204933,0 -76.9119903,-12.2200005,0 -76.913318,-12.2192298,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-76.9143319,-12.2194762,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.8708035,-12.2113634,0"
"PACHACAMAC","Capa sin tÃ­tulo","#poly-0F9D58-3201-110","Polygon","-76.868121,-12.241823,0 -76.8625855,-12.2287734,0 -76.8577462,-12.2339734,0 -76.8561086,-12.2316901,0 -76.8561018,-12.2306232,0 -76.8541356,-12.2275456,0 -76.8443668,-12.2276396,0 -76.851834,-12.2195866,0 -76.8476609,-12.2108606,0 -76.8496725,-12.205056,0 -76.8553773,-12.2056565,0 -76.8650104,-12.2004618,0 -76.8684108,-12.2028139,0 -76.8695291,-12.2044925,0 -76.8703041,-12.2066745,0 -76.8704379,-12.2112481,0 -76.8728298,-12.2099163,0 -76.8772702,-12.2135443,0 -76.8778253,-12.2152633,0 -76.8771332,-12.2171076,0 -76.8775515,-12.2176083,0 -76.8782865,-12.2176212,0 -76.879794,-12.2171728,0 -76.8822082,-12.219799,0 -76.883411,-12.2210135,0 -76.8843859,-12.2221535,0 -76.8831535,-12.222859,0 -76.8687856,-12.2307013,0 -76.8712318,-12.234455,0 -76.8700758,-12.2350615,0 -76.8696923,-12.2357099,0 -76.8682816,-12.2365244,0 -76.8701647,-12.2409771,0 -76.868121,-12.241823,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1","Point","-77.0063396,-12.0691335,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0342781,-11.9082218,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.9751596,-12.0533747,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.9813163,-12.0466374,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-76.9815997,-12.0632543,0"
"zona de no entregas","Capa sin tÃ­tulo","#poly-E65100-1200-77","Polygon","-77.0297943,-12.0704785,0 -77.0291774,-12.0749269,0 -77.0285712,-12.0764377,0 -77.0276056,-12.0761125,0 -77.0279061,-12.0744024,0 -77.0285069,-12.0703001,0 -77.0297943,-12.0704785,0"
"punto de encuentro","Capa sin tÃ­tulo","#icon-1899-0288D1-nodesc","Point","-77.0261787,-12.0729755,0"
"zona de no entregas","Capa sin tÃ­tulo","#poly-E65100-1200-77","Polygon","-77.0273185,-12.0759866,0 -77.0257629,-12.075441,0 -77.0264602,-12.0734791,0 -77.0269323,-12.0701113,0 -77.0282841,-12.0702792,0 -77.0273185,-12.0759866,0"
